,index,movieId,Mean_rating,Total_ratings,title,startYear,IMDBRating,IMBDVotes,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,language_en,language_es,language_fr,Adult_0,region_FR,region_US
2885,2885,3910,3.975,20,Dancer in the Dark (2000),2000.0,8.0,101233,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2886,2886,3911,3.688679245283019,53,Best in Show (2000),2000.0,7.4,55332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2887,2887,3912,2.5,2,Beautiful (2000),2000.0,5.6,3649,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2888,2888,3914,4.0,1,"Broken Hearts Club, The (2000)",2000.0,6.9,7105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2889,2889,3915,3.6666666666666665,6,Girlfight (2000),2000.0,6.7,9292,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2890,2890,3916,3.7439024390243905,41,Remember the Titans (2000),2000.0,7.8,196273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2891,2891,3917,3.3666666666666667,15,Hellraiser (1987),1987.0,7.0,103153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2892,2892,3918,3.2777777777777777,9,Hellbound: Hellraiser II (1988),1988.0,6.5,41819,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2893,2893,3919,2.5,1,Hellraiser III: Hell on Earth (1992),1992.0,5.5,27299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2894,2894,3920,4.0,1,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",1993.0,7.3,7546,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
2895,2895,3922,1.0,1,Bikini Beach (1964),1964.0,5.6,1315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2896,2896,3925,3.9166666666666665,6,Stranger Than Paradise (1984),1984.0,7.5,34226,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2897,2897,3926,3.0,1,Voyage to the Bottom of the Sea (1961),1961.0,6.1,5398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2898,2898,3927,2.6666666666666665,6,Fantastic Voyage (1966),1966.0,6.8,16926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2899,2899,3928,3.75,4,Abbott and Costello Meet Frankenstein (1948),1948.0,7.4,14635,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2900,2900,3929,2.5,2,"Bank Dick, The (1940)",1940.0,7.1,6640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2901,2901,3930,2.125,4,"Creature from the Black Lagoon, The (1954)",1954.0,7.0,26486,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2902,2902,3932,3.5,2,"Invisible Man, The (1933)",1933.0,7.7,30206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
2903,2903,3933,0.5,1,"Killer Shrews, The (1959)",1959.0,4.1,4444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2904,2904,3937,2.625,4,Runaway (1984),1984.0,5.9,11592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
2905,2905,3938,2.75,2,"Slumber Party Massacre, The (1982)",1982.0,5.7,11280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2906,2906,3939,5.0,1,Slumber Party Massacre II (1987),1987.0,4.7,4650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2907,2907,3940,5.0,1,Slumber Party Massacre III (1990),1990.0,4.7,2414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2908,2908,3941,5.0,1,Sorority House Massacre (1986),1986.0,4.5,2699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2909,2909,3942,5.0,1,Sorority House Massacre II (1990),1990.0,4.9,1892,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2910,2910,3943,2.9375,8,Bamboozled (2000),2000.0,6.5,10378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2911,2911,3945,3.0,1,Digimon: The Movie (2000),2000.0,6.1,6794,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2912,2912,3946,2.5,5,Get Carter (2000),2000.0,5.2,32448,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
2913,2913,3947,3.3333333333333335,3,Get Carter (1971),1971.0,7.4,28499,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2914,2914,3948,3.4175824175824174,91,Meet the Parents (2000),2000.0,7.0,308866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2915,2915,3949,3.921875,96,Requiem for a Dream (2000),2000.0,8.3,758510,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2916,2916,3950,3.5625,8,Tigerland (2000),2000.0,6.9,37752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2917,2917,3951,5.0,1,Two Family House (2000),2000.0,7.1,1603,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2918,2918,3952,3.0714285714285716,7,"Contender, The (2000)",2000.0,6.9,22754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2919,2919,3953,2.125,4,Dr. T and the Women (2000),2000.0,4.6,17627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
2920,2920,3955,1.5833333333333333,6,"Ladies Man, The (2000)",2000.0,5.2,12365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2921,2921,3957,2.6666666666666665,3,Billy Jack (1971),1971.0,6.3,5482,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2922,2922,3958,2.0,1,Billy Jack Goes to Washington (1977),1977.0,4.5,627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2923,2923,3959,3.625,8,"Time Machine, The (1960)",1960.0,7.6,35800,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2924,2924,3962,1.5,1,Ghoulies II (1987),1987.0,4.6,4329,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2925,2925,3963,3.75,2,"Unsinkable Molly Brown, The (1964)",1964.0,6.8,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2926,2926,3964,3.0,3,"Adventures of Ichabod and Mr. Toad, The (1949)",1949.0,7.0,12992,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2927,2927,3965,3.5,1,"Strange Love of Martha Ivers, The (1946)",1946.0,7.4,8304,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2928,2928,3966,3.5,2,Detour (1945),1945.0,7.4,14874,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2929,2929,3967,3.8513513513513513,37,Billy Elliot (2000),2000.0,7.7,125449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2930,2930,3968,3.074074074074074,27,Bedazzled (2000),2000.0,6.0,96069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2931,2931,3969,3.4423076923076925,26,Pay It Forward (2000),2000.0,7.2,112168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2932,2932,3971,2.75,2,"Private Eyes, The (1981)",1980.0,6.8,2766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
2933,2933,3972,4.125,16,"Legend of Drunken Master, The (Jui kuen II) (1994)",1994.0,7.6,42644,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2934,2934,3973,1.125,4,Book of Shadows: Blair Witch 2 (2000),2000.0,4.0,35661,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2935,2935,3974,3.0,1,"Little Vampire, The (2000)",2000.0,5.7,9614,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2936,2936,3977,2.7222222222222223,72,Charlie's Angels (2000),2000.0,5.5,175178,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2937,2937,3978,3.066666666666667,15,"Legend of Bagger Vance, The (2000)",2000.0,6.7,53188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2938,2938,3979,2.5,24,Little Nicky (2000),2000.0,5.3,97518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2939,2939,3980,3.392857142857143,14,Men of Honor (2000),2000.0,7.2,106343,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2940,2940,3981,2.3461538461538463,13,Red Planet (2000),2000.0,5.7,55126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
2941,2941,3983,4.166666666666667,9,You Can Count on Me (2000),2000.0,7.5,27948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
2942,2942,3984,3.5,21,Diamonds Are Forever (1971),1971.0,6.6,95086,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2943,2943,3985,3.25,6,"Eagle Has Landed, The (1976)",1976.0,6.9,19082,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2944,2944,3986,2.8,20,"6th Day, The (2000)",2000.0,5.9,115800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
2945,2945,3987,2.4166666666666665,6,Bounce (2000),2000.0,5.7,19913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2946,2946,3988,3.0454545454545454,33,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),2000.0,6.2,202045,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2947,2947,3989,4.0,2,One Day in September (1999),1999.0,7.8,5623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2948,2948,3990,2.25,4,Rugrats in Paris: The Movie (2000),2000.0,6.1,11139,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2949,2949,3991,2.7777777777777777,9,102 Dalmatians (2000),2000.0,4.9,34466,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2950,2950,3992,3.7,5,Malèna (2000),2000.0,7.5,89294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
2951,2951,3993,3.0,6,Quills (2000),2000.0,7.3,51306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
2952,2952,3994,3.4794520547945207,73,Unbreakable (2000),2000.0,7.3,383948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2953,2953,3996,3.8363636363636364,110,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",2000.0,7.8,251356,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2954,2954,3997,1.8333333333333333,12,Dungeons & Dragons (2000),2000.0,3.6,31839,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2955,2955,3998,3.0416666666666665,12,Proof of Life (2000),2000.0,6.2,54623,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2956,2956,3999,2.607142857142857,14,Vertical Limit (2000),2000.0,5.9,58240,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2957,2957,4000,3.0,3,"Bounty, The (1984)",1984.0,7.1,24405,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2958,2958,4002,3.8518518518518516,27,"Planes, Trains & Automobiles (1987)",1987.0,7.6,122001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2959,2959,4003,3.3333333333333335,3,She's Having a Baby (1988),1988.0,5.9,11293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2960,2960,4005,3.2916666666666665,12,"Living Daylights, The (1987)",1987.0,6.7,88150,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
2961,2961,4006,3.357142857142857,7,Transformers: The Movie (1986),1986.0,7.3,37277,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2962,2962,4007,3.75,20,Wall Street (1987),1987.0,7.4,142294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2963,2963,4008,3.5384615384615383,13,Born on the Fourth of July (1989),1989.0,7.2,97580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2964,2964,4009,3.0,2,Talk Radio (1988),1988.0,7.3,12451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2965,2965,4010,2.9375,8,Brewster's Millions (1985),1985.0,6.5,35253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2966,2966,4011,4.155913978494624,93,Snatch (2000),2000.0,8.3,774528,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2967,2967,4012,2.5,4,Punchline (1988),1988.0,5.9,7947,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2968,2968,4014,3.521276595744681,47,Chocolat (2000),2000.0,7.2,176578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2969,2969,4015,2.727272727272727,33,"Dude, Where's My Car? (2000)",2000.0,5.5,133752,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
2970,2970,4016,3.7162162162162162,37,"Emperor's New Groove, The (2000)",2000.0,7.4,178042,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2971,2971,4017,3.5357142857142856,14,Pollock (2000),2000.0,7.0,26754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2972,2972,4018,3.138888888888889,54,What Women Want (2000),2000.0,6.4,190176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
2973,2973,4019,3.7142857142857144,28,Finding Forrester (2000),2000.0,7.3,82550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2974,2974,4020,2.923076923076923,13,"Gift, The (2000)",2000.0,6.6,63001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2975,2975,4021,4.3,5,Before Night Falls (2000),2000.0,7.2,23853,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2976,2976,4022,3.7,100,Cast Away (2000),2000.0,7.8,517426,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2977,2977,4023,3.130434782608696,23,"Family Man, The (2000)",2000.0,6.8,102053,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2978,2978,4024,2.1666666666666665,3,"House of Mirth, The (2000)",2000.0,7.0,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2979,2979,4025,3.0546875,64,Miss Congeniality (2000),2000.0,6.2,185686,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2980,2980,4027,3.8085106382978724,94,"O Brother, Where Art Thou? (2000)",2000.0,7.7,282609,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2981,2981,4029,3.875,12,State and Main (2000),2000.0,6.7,20306,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2982,2982,4030,1.8,5,Dracula 2000 (2000),2000.0,4.9,31901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2983,2983,4031,2.5,2,All the Pretty Horses (2000),2000.0,5.8,12859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
2984,2984,4032,4.0,1,"Everlasting Piece, An (2000)",2000.0,6.3,1587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2985,2985,4033,3.923076923076923,13,Thirteen Days (2000),2000.0,7.3,53687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
2986,2986,4034,3.9,70,Traffic (2000),2000.0,7.6,194537,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
2987,2987,4035,2.8333333333333335,3,"Claim, The (2000)",2000.0,6.4,5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
2988,2988,4036,3.1363636363636362,11,Shadow of the Vampire (2000),2000.0,6.9,39870,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2989,2989,4037,3.8125,8,House of Games (1987),1987.0,7.3,20485,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
2990,2990,4039,3.125,16,Annie (1982),1982.0,6.6,39510,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
2991,2991,4040,2.3461538461538463,13,Don't Tell Mom the Babysitter's Dead (1991),1991.0,6.3,27709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2992,2992,4041,3.642857142857143,14,"Officer and a Gentleman, An (1982)",1982.0,7.0,49002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2993,2993,4042,3.375,4,"Alamo, The (1960)",1960.0,6.9,14258,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
2994,2994,4043,3.3333333333333335,3,At Close Range (1986),1986.0,7.0,14044,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2995,2995,4046,4.0,1,Friendly Persuasion (1956),1956.0,7.4,6295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2996,2996,4047,3.6666666666666665,9,Gettysburg (1993),1993.0,7.6,25885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
2997,2997,4052,3.5625,8,Antitrust (2001),2001.0,6.1,28325,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
2998,2998,4053,2.5,2,Double Take (2001),2001.0,5.5,8013,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2999,2999,4054,2.84375,16,Save the Last Dance (2001),2001.0,6.2,56994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3000,3000,4055,4.0,2,Panic (2000),2000.0,6.6,7942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3001,3001,4056,3.2857142857142856,7,"Pledge, The (2001)",2001.0,6.8,53257,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3002,3002,4061,4.0,2,The Man in the Moon (1991),1991.0,7.4,15299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
3003,3003,4062,3.375,8,Mystic Pizza (1988),1988.0,6.3,24729,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3004,3004,4063,2.5,4,Prelude to a Kiss (1992),1992.0,5.6,7616,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
3005,3005,4064,3.5,1,Coffy (1973),1973.0,6.8,9871,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
3006,3006,4065,2.5,1,Foxy Brown (1974),1974.0,6.5,9121,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3007,3007,4066,2.875,4,I'm Gonna Git You Sucka (1988),1988.0,6.6,12180,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3008,3008,4067,3.375,4,Untamed Heart (1993),1993.0,6.8,12631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3009,3009,4068,2.7142857142857144,7,Sugar & Spice (2001),2001.0,5.7,13430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3010,3010,4069,2.909090909090909,22,"Wedding Planner, The (2001)",2001.0,5.3,75662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
3011,3011,4074,3.0,1,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",2000.0,6.9,2165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3012,3012,4077,4.5,2,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",2000.0,7.1,9524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3013,3013,4078,4.0,1,Amazing Grace and Chuck (1987),1987.0,6.0,1255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3014,3014,4079,4.25,2,Amazon Women on the Moon (1987),1987.0,6.2,9906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
3015,3015,4080,3.25,2,Baby Boom (1987),1987.0,6.3,13733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3016,3016,4081,1.8333333333333333,3,Back to the Beach (1987),1987.0,5.9,2718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3017,3017,4082,3.5,2,Barfly (1987),1987.0,7.2,18565,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3018,3018,4083,4.0,1,Best Seller (1987),1987.0,6.5,4662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
3019,3019,4084,2.8684210526315788,19,Beverly Hills Cop II (1987),1987.0,6.5,106235,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
3020,3020,4085,3.402173913043478,46,Beverly Hills Cop (1984),1984.0,7.3,161566,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3021,3021,4086,3.5,5,"Big Easy, The (1987)",1986.0,6.5,11525,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
3022,3022,4089,2.0,1,Born in East L.A. (1987),1987.0,6.0,5427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3023,3023,4090,3.5625,8,"Brave Little Toaster, The (1987)",1987.0,7.3,23447,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3024,3024,4091,3.25,4,Can't Buy Me Love (1987),1987.0,6.8,32469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3025,3025,4092,2.25,2,Cherry 2000 (1987),1987.0,5.6,8855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3026,3026,4093,1.5,1,Cop (1988),1988.0,6.4,4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
3027,3027,4102,3.5,6,Eddie Murphy Raw (1987),1987.0,7.7,18215,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3028,3028,4103,3.95,10,Empire of the Sun (1987),1987.0,7.7,114512,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
3029,3029,4104,1.4,5,Ernest Goes to Camp (1987),1987.0,5.6,10766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3030,3030,4105,3.8181818181818183,22,"Evil Dead, The (1981)",1981.0,7.5,185879,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
